base,freq
integrować:ger,4
intelektualnie:adv,1
intelektualny:adj,25
inteligencja:subst,1
inteligentny:adj,5
intencyjny:adj,1
intensywnie:adv,2
intensywność:subst,6
intensywny:adj,9
interakcja:subst,9
interdyscyplinarny:adj,6
interes:subst,839
interesant:subst,3
interesariuszami:ign,1
interesować:fin,1
interesowność:subst,3
interfejs:subst,12
interkalibracyjnych:ign,3
intermodalność:subst,1
interna:subst,2
internat:subst,20
internatowo:ign,2
internet:subst,31
internetowy:adj,89
internowana:subst,1
internować:ger,1
interoperacyjność:subst,30
interpretacja:subst,54
interpretacyjny:adj,2
interpunkcja:subst,2
intersputnik:subst,4
interwencja:subst,39
interwencyjny:adj,137
interwenient:subst,34
interweniować:ger,1
introligatorski:adj,2
introligatorstwo:subst,2
intymność:subst,2
intymny:adj,5
inulina:subst,3
inulinowego:ign,29
inulinowy:ign,7
inulinowym:ign,1
inwalid:subst,83
inwalida:subst,22
inwalidzki:adj,121
inwalidztwo:subst,84
inwazja:subst,2
inwazyjny:adj,4
inwentarski:adj,10
inwentaryzacja:subst,54
inwentaryzacyjny:adj,4
inwentaryzować:ger,1
inwentaryzować:ppas,2
inwentarz:subst,40
inwentarzowy:adj,3
inwertować:ppas,6
inwestor:subst,205
inwestorski:adj,15
inwestować:fin,1
inwestować:ger,39
inwestować:inf,1
inwestować:pact,1
inwestować:ppas,4
inwestycja:subst,633
inwestycy:ign,1
inwestycyjny:adj,925
iny:ign,1
inżynier:subst,70
inżynieria:subst,15
inżynierski:adj,17
inżynieryjno:ign,1
inżynieryjny:adj,4
io:ign,1
irlandzki:adj,1
isa:ign,1
isabelle:ign,1
isaf:ign,1
isbc:ign,1
isbt:ign,3
iskrowy:adj,5
iskrzenie:subst,1
ism:ign,1
istnienie:subst,153
istnieć:fin,286
istnieć:inf,13
istnieć:pact,295
istnieć:praet,32
istota:subst,72
istotnie:adv,33
istotność:subst,1
istotny:adj,659
itd:ign,1
itl:ign,1
itp:ign,96
its:ign,31
iu:ign,3
iva:ign,19
ivb:ign,4
ixa:ign,3
izba:subst,2048
izbowy:adj,1
izob:ign,1
izobu:ign,1
izobut:subst,1
izobutyl:subst,6
izobutylid:ign,2
izobutylide:ign,4
izobutyliden:ign,1
izobutylideno:ign,1
izobutylidenodi:ign,1
izobutylidenodim:ign,1
izobutylidenodimoczni:ign,1
izobutylidenodimocznika:ign,1
izobutylpotasu:ign,1
izocyjanian:subst,1
izoglukoza:subst,39
izolacja:subst,58
izolacyjno:ign,1
izolacyjność:subst,1
izolacyjny:adj,43
izolator:subst,1
izolatorskich:ign,1
izolować:ger,3
izolować:pact,1
izolować:ppas,4
izomasłowy:adj,1
izomer:subst,16
izomeryzacja:subst,1
izometadon:subst,1
izopola:subst,1
izopropylowy:ign,1
izorok:subst,1
izotop:subst,14
izotopowy:adj,3
izotropowo:ign,3
ią:ign,9
iąii:ign,1
ić:ign,1
ił:subst,1
iławski:adj,2
iść:pact,2
iż:comp,138
j:ign,126
ja:ppron12,6
jabłecznik:subst,1
jabłko:subst,6
jabłkowe:subst,2
jacht:subst,6
jacket:ign,8
jacobsoni:ign,1
jacquez:ign,1
jad:subst,1
jadalnia:subst,1
jadalny:subst,13
jadowity:adj,3
jagielloński:adj,5
jaglica:subst,1
jagnię:subst,3
jagnięcy:adj,1
jagoda:subst,1
jagodowy:adj,12
jaja:subst,35
jajczarski:adj,1
jajeczny:adj,2
jajowy:adj,8
jak:conj,919
jak:subst,256
jaka:subst,57
jakby:comp,7
jaki:adj,1209
jakikolwiek:adj,198
jako:conj,1814
jakoba:ign,1
jakoś:adv,1
jakościowy:adj,202
jakość:subst,937
jama:subst,5
janowski:adj,2
januszewo:ign,1
japonica:ign,1
jar:subst,1
jarociński:adj,2
jarosławiec:ign,1
jarosławski:adj,2
jasiek:subst,1
jasielski:adj,2
jaskinia:subst,8
jasno:adv,10
jasność:subst,2
jasny:adj,10
jastkowice:ign,1
jastrząb:subst,4
jaw:subst,7
jawnie:adv,8
jawność:subst,95
jawny:adj,247
jawor:subst,1
jaworski:adj,2
jaz:subst,2
jazda:subst,151
jaćmierz:ign,1
jałowość:subst,1
jałówka:subst,1
jechać:inf,2
jechać:pact,2
jed:ign,5
jeden:adj,711
jeden:subst,1694
jedenasta:subst,1
jedenasty:subst,4
jedenaście:num,2
jednak:conj,1267
jednakowo:adv,3
jednakowy:adj,59
jednakże:qub,162
jedno:qub,107
jednobrzmiący:adj,4
jednoczesny:adj,71
jednocześnie:adv,315
jednodaniowy:adj,1
jednoetapowy:adj,2
jednogłośnie:adv,2
jednoinstancyjny:adj,1
jednoizbowy:adj,1
jednokopytny:adj,4
jednokrotnie:adv,5
jednokrotność:subst,1
jednokrotny:adj,17
jednolicie:adv,1
jednolitość:subst,27
jednolity:adj,844
jednolub:ign,1
jednomandatowy:adj,3
jednomiesięczny:adj,24
jednomyślność:subst,3
jednomyślny:adj,8
jednoosiowy:adj,1
jednoosobowo:adv,52
jednoosobowy:adj,96
jednorazowo:adv,75
jednorazowy:adj,265
jednoroczny:adj,1
jednorodność:subst,2
jednorodny:adj,22
jednorodzinny:adj,76
jednosekcyjny:adj,1
jednostka:subst,8485
jednostkow:ign,1
jednostkowo:adv,3
jednostkowy:adj,376
jednostopniowy:adj,1
jednostronnie:adv,4
jednostronny:adj,18
jednowapniowy:adj,3
jednowodny:adj,2
jednozmianowy:subst,1
jednoznacznie:adv,21
jednoznaczny:adj,36
jednośladowy:adj,5
jedność:subst,1
jedwab:subst,11
jedwabnik:subst,3
jedyna:subst,47
jedyne:subst,10
jedynie:qub,326
jedyny:subst,6
jeeli:ign,7
jejuni:ign,1
jekty:ign,1
jeleniogórski:adj,2
jeleniowate:subst,1
jeleń:subst,15
jelito:subst,6
jelitowy:adj,1
jeniec:subst,2
jenot:subst,2
jersinioza:ign,1
jesienny:adj,3
jesionowy:adj,1
jeszcze:qub,83
jewish:ign,1
jewodzie:ign,1
jewodów:ign,1
jewódzkim:ign,1
jezdnia:subst,16
jezdniowy:adj,8
jezdny:adj,4
jezdny:depr,3
jezdny:subst,3
jeziorny:adj,1
jezioro:subst,39
jeziórko:ign,1
jeśli:comp,203
jeździec:subst,8
jeździecki:adj,1
jeździć:fin,1
jeż:subst,1
jeżel:ign,2
jeżeli:comp,12044
jeżli:ign,1
ji:ign,7
jnych:ign,1
jod:subst,1
jodofenetyloamina:ign,1
jogurt:subst,1
jojoba:subst,2
jon:subst,5
jonizować:pact,96
jonowymiennych:ign,1
jonych:ign,1
jordanowski:adj,3
jordbruk:ign,2
jordburg:ign,1
joulie:ign,6
jowej:ign,1
jowym:ign,1
jowymi:ign,1
jscu:ign,1
jubilerski:adj,3
jubilerstwo:subst,2
jubileuszowy:adj,74
jucha:subst,1
juczny:adj,1
juk:subst,1
junak:subst,2
jungholz:ign,1
juniorystom:ign,1
juniorystów:ign,2
junioryści:ign,2
jura:subst,1
juror:subst,1
jurysdykcja:subst,11
jurysdykcyjny:adj,6
jut:subst,7
już:qub,208
jw:ign,4
jwh:ign,5
jące:ign,1
jący:ign,1
jących:ign,1
jącą:ign,1
jądrowy:adj,326
jęczmień:subst,2
jętny:adj,1
język:subst,386
języko:ign,1
językowy:adj,13
językoznawstwo:subst,1
k:prep,116
ka:subst,7
kabel:subst,7
kabelkowe:ign,1
kabina:subst,2
kablowy:adj,15
kabotaż:subst,3
kabotażowy:adj,8
kaczka:subst,10
kadencja:subst,603
kadencyjny:adj,6
kadm:subst,10
kadmowy:adj,5
kadr:subst,95
kadra:subst,11
kadrowy:adj,83
kadzidłowy:adj,1
kadłub:subst,9
kaftan:subst,4
kaganiec:subst,2
kajdanki:subst,8
kakao:subst,1
kalafior:subst,3
kalarepa:subst,1
kalectwo:subst,13
kalendarz:subst,22
kalendarzowo:adv,2
kalendarzowy:adj,775
kalesony:subst,5
kaletniczy:adj,2
kaliber:subst,1
kalibracja:subst,1
kalibracyjnymi:ign,1
kalibrator:subst,1
kalibrować:ger,1
kalibrownik:ign,1
kaliski:adj,2
kalić:fin,6
kalić:impt,1
kalka:subst,8
kalkula:ign,1
kalkulacja:subst,31
kalkulacyjny:adj,47
kalkulować:fin,2
kalkulować:ger,1
kalkulować:ppas,7
kamera:subst,2
kamforowy:adj,1
kamieniarski:adj,4
kamieniec:subst,1
kamieniołom:subst,17
kamienistość:subst,1
kamienno:ign,1
kamiennogórski:adj,2
kamienny:adj,43
kamień:subst,32
kamieński:adj,3
kamionka:subst,1
kamizelka:subst,5
kampali:ign,2
kampania:subst,143
kampus:subst,2
kampylobakterioza:ign,1
kanaan:ign,1
kanada:subst,4
kanalizacja:subst,12
kanalizacyjny:adj,136
kanaryjski:adj,3
kanał:subst,29
kanberze:ign,1
kancelaria:subst,278
kancelaryjno:ign,2
kancelaryjny:adj,22
kanclerz:subst,1
kandydacki:adj,156
kandydat:subst,1093
kandydatura:subst,43
kandydować:fin,1
kandydować:ger,26
kandydować:inf,8
kandydować:pact,4
kanister:subst,2
kannabinole:ign,1
kanoniczny:adj,5
kant:subst,1
kantorowa:subst,38
kanwa:subst,1
kaolin:subst,2
kaolinowy:adj,1
kapelan:subst,12
kapelusz:subst,8
kapelusznictwo:subst,2
kapi:ign,1
kapitalizacja:subst,6
kapitalizować:ppas,2
kapitalny:adj,3
kapitan:subst,183
kapitanat:subst,4
kapitał:subst,1025
kapitałowo:adv,19
kapitałowy:adj,451
kapituła:subst,5
kaplica:subst,13
kapral:subst,21
kapsułka:subst,3
kapusta:subst,2
kapustny:adj,1
kapłan:subst,1
kar:subst,3502
kara:subst,1053
karalność:subst,56
karalny:adj,23
karamanie:ign,1
karana:subst,27
karanie:subst,6
karany:subst,21
karawan:subst,1
karbid:subst,1
karboksylowy:adj,6
karbonylek:subst,1
karczewski:adj,1
kardynał:subst,2
karencja:subst,31
kareta:subst,1
karetka:subst,2
karier:subst,6
kariera:subst,5
karlik:subst,4
karm:subst,2
karma:subst,4
karmel:subst,7
karmienie:subst,21
karmić:inf,1
karmić:pact,12
karmić:ppas,4
karnet:subst,6
karno:ign,8
karny:adj,188
karny:subst,2258
karotaż:subst,4
karotenoid:subst,3
karp:subst,3
karpiowate:subst,1
kart:subst,695
karta:subst,108
kartka:subst,5
kartograf:subst,2
kartografia:subst,56
kartograficzny:adj,190
karton:subst,15
kartoteczny:adj,1
kartoteka:subst,32
kartuski:adj,2
karuzel:subst,2
kasa:subst,1400
kasacja:subst,329
kasacyjny:adj,32
kaseta:subst,6
kaskader:subst,2
kasować:fin,2
kasować:ger,2
kasować:pact,3
kasowy:adj,20
kastracyjny:adj,1
kasyno:subst,31
kasza:subst,3
katalityczny:adj,1
katalizator:subst,4
katalog:subst,28
katalogować:ger,2
katalogowy:adj,1
katar:subst,2
kataster:subst,48
katastrofa:subst,21
katastrofalny:adj,3
katechetyczny:adj,15
katecheza:subst,2
katechizacja:subst,2
kategoria:subst,410
kategoryzacja:subst,2
katolicki:adj,34
katowicki:adj,8
katynon:ign,1
kaucja:subst,107
kaucyjny:adj,4
kauczukowy:adj,2
kava:ign,2
kawa:subst,2
kawaler:subst,4
kawałek:subst,8
kazać:imps,1
kazeina:subst,5
kazeiniany:ign,1
kazeinianów:ign,4
kazywać:fin,1
każdorazowo:adv,48
każdorazowy:adj,39
każdy:adj,2523
kcjonariusza:ign,1
kefir:subst,1
kelem:ign,1
kempingowy:adj,13
keson:subst,1
kesoniarz:subst,1
ketobemidon:ign,1
kev:ign,6
khaki:subst,1
ki:adj,2
kibic:subst,3
kick:ign,1
kiedy:comp,71
kiedykolwiek:adv,8
kielec:subst,7
kielich:subst,1
kieliszek:subst,1
kiem:ign,1
kiep:subst,3
kierat:subst,1
kierować:fin,380
kierować:ger,327
kierować:inf,82
kierować:pact,247
kierować:pcon,267
kierować:ppas,105
kierować:praet,29
kierowca:subst,260
kierownica:subst,90
kierownictwo:subst,34
kierowniczy:adj,183
kierownik:subst,1273
kierunek:subst,279
kierunkowa:subst,6
kierunkw:ign,1
kierz:subst,1
kieszonkowe:subst,2
kietrz:ign,1
kiełbasiany:adj,1
kiełkować:ger,2
kijek:subst,1
kijże:adj,1
kilim:subst,3
kilimiarstwo:subst,2
kilka:num,183
kilka:subst,72
kilkakrotnie:adv,1
kilkuletni:adj,1
kilkuosobowy:adj,2
kiloelektronowoltów:ign,1
kilogram:brev,68
kilogram:subst,68
kilokaloria:brev,2
kilometr:subst,32
kilowat:brev,28
kilowat:subst,1
kilowatogodzina:brev,3
kima:subst,2
kinematografia:subst,10
kinetyczny:adj,1
kinezyterapia:subst,1
kino:subst,18
kinotechniczny:adj,1
kinowy:adj,7
kiosk:subst,10
kirche:ign,2
kirgiski:adj,2
kisić:ger,1
kiszonka:subst,3
kiszonkowy:adj,1
kit:subst,1
kizeryt:subst,5
kiła:subst,3
kj:ign,5
klacz:subst,7
klamra:subst,1
klarowność:subst,2
klasa:subst,147
klaser:subst,1
klasyczny:adj,1
klasyfikac:ign,4
klasyfikacja:subst,318
klasyfikacyjny:adj,43
klasyfikator:subst,4
klasyfiko:ign,1
klasyfikow:ign,1
klasyfikować:fin,5
klasyfikować:ger,14
klasyfikować:ppas,15
klasyfiku:ign,1
klasztor:subst,7
klatka:subst,5
klauzula:subst,214
klauzurowy:adj,1
klawesyn:subst,1
klawikord:subst,1
klawisety:ign,1
kleik:subst,1
kleines:ign,1
kleić:ppas,1
klej:subst,7
klejeń:subst,3
klejonka:subst,1
klementynka:subst,2
klepka:subst,1
klepkowy:adj,1
kleszcz:subst,1
kleszczowy:adj,1
klient:subst,233
klif:subst,1
klifowy:adj,2
klimat:subst,20
klimatyczny:adj,25
klimatyzacyjny:adj,15
klimatyzator:subst,1
klinga:subst,1
klinicznie:adv,1
kliniczno:ign,3
kliniczny:adj,271
klinik:subst,7
klinkierowy:adj,1
klisza:subst,1
klonitazen:ign,1
klonować:ger,1
klonowy:adj,1
klosz:subst,1
klozetowy:adj,1
klub:subst,231
klucz:subst,1
kluczowy:adj,2
klęska:subst,116
km:subst,38
kmh:ign,2
kn:ign,95
knot:subst,1
know:ign,11
knowhow:ign,1
knt:ign,1
knur:subst,1
koalicja:subst,40
koalicyjny:adj,26
kob:subst,6
kobalt:subst,19
kobaltoweg:ign,1
kobaltuprzypadek:ign,1
kobiecy:adj,2
kobieta:subst,201
koc:subst,6
koci:adj,1
kocieł:subst,20
kod:subst,306
kodawców:ign,1
kodeks:subst,2475
kodoksym:ign,1
kodować:ger,15
kodować:pact,1
kodować:ppas,2
kodowy:adj,5
kodyfikacja:subst,4
kodyfikować:ger,1
koga:subst,36
kogeneracji:ign,6
kogut:subst,1
kojarzyć:praet,1
kok:subst,4
kokaina:subst,1
kokarda:subst,1
kokcydiostatykw:ign,1
kokcydiostatyków:ign,7
kokon:subst,2
kokosowy:adj,5
koks:subst,13
koksownictwo:subst,2
koksowniczy:adj,8
koktajl:subst,3
kola:subst,10
kolaborować:pact,3
kolacja:subst,1
kolanko:subst,1
kolano:subst,1
kolbuszowski:adj,2
kolcować:ger,1
kolczatka:subst,2
kolczyk:subst,1
kolegialnie:adv,1
kolegialność:subst,1
kolegialny:adj,25
kolegium:subst,640
kolej:subst,184
kolejka:subst,14
kolejnictwo:subst,23
kolejno:adv,63
kolejność:subst,238
kolejny:adj,546
kolejowy:adj,558
kolekcja:subst,13
kolekcjoner:subst,1
kolekcjonerski:adj,4
kolektor:subst,4
kolektyw:subst,1
kolektywny:adj,12
kolemanitu:ign,1
koleżeński:adj,5
kolidować:fin,15
kolisty:adj,1
kolizja:subst,7
kolizyjny:adj,1
kologisk:ign,1
kolokwium:subst,7
kolon:subst,3
kolonia:subst,9
kolonijny:adj,1
kolor:subst,27
kolorowy:subst,2
kolorystyczny:adj,1
kolorystyka:subst,2
kolportaż:subst,4
kolporter:subst,2
kolski:adj,2
kolumna:subst,111
kolumnieszcz:ign,1
komandor:subst,35
komandytariusz:subst,48
komandytowo:ign,51
komandytowoakcyjny:adj,12
komandytowy:adj,104
kombajn:subst,4
kombatancki:adj,39
kombatant:subst,83
kombi:subst,1
kombinacja:subst,26
kombinat:subst,1
kombinezon:subst,1
kombinować:ppas,14
komdandytowo:ign,1
komenda:subst,146
komendant:subst,1443
komendat:ign,1
komentarz:subst,2
komercjalizacja:subst,140
komercjalizować:pact,1
komercjalizować:ppas,5
komercyjnie:adv,1
komercyjny:adj,14
komin:subst,11
kominek:subst,1
kominiarski:adj,2
kominiarstwo:subst,2
kominowe:subst,17
kominowoogrzewczy:adj,1
kominowy:adj,1
komis:subst,10
komisant:subst,3
komisariat:subst,53
komisaryczny:adj,52
komisarz:subst,219
komisja:subst,4755
komisowy:adj,6
komisyjnie:adv,2
komisyjny:adj,31
komitet:subst,980
komora:subst,23
komornica:subst,12
komorniczy:adj,272
komornik:subst,460
komorowice:ign,1
komorowy:adj,8
kompaktor:ign,1
kompaktowy:adj,2
kompania:subst,4
kompatybilność:subst,26
kompenacyjnych:ign,1
kompendium:subst,12
kompensacja:subst,10
kompensacyjny:adj,129
kompensata:subst,24
kompensować:ger,10
kompensować:inf,2
kompensować:pact,2
kompensować:ppas,5
kompetencja:subst,456
kompetencyjny:adj,11
kompetentny:adj,13
kompleks:subst,9
kompleksowość:subst,3
kompleksowy:adj,32
kompleksującego:ign,1
komplementariusz:subst,81
komplementarny:adj,2
komplet:subst,5
kompletnie:adv,2
kompletność:subst,30
kompletny:adj,36
kompletować:ger,1
komponent:subst,12
kompost:subst,3
kompostować:ger,3
kompostownia:subst,3
kompozycja:subst,12
kompozytor:subst,7
komputer:subst,31
komputerowy:adj,92
komputeryzacja:subst,1
komunalizacja:subst,2
komunalny:adj,320
komunikacja:subst,174
komunikacyjny:adj,86
komunikat:subst,162
komunikować:ger,11
komunistyczny:adj,18
komunizm:subst,1
komórka:subst,567
komórkowy:adj,8
kon:ign,2
koncentracja:subst,83
koncentracyjny:adj,1
koncentrat:subst,8
koncentrować:ger,1
koncepcja:subst,40
koncepcyjny:adj,1
koncert:subst,2
koncesja:subst,681
koncesjodawcy:ign,2
koncesjodawcę:ign,2
koncesjonariusz:subst,44
koncesjonowany:adj,4
koncesjonować:ger,18
koncesyjny:adj,122
koncyliacja:subst,1
koncyliacyjny:adj,3
kondukt:subst,5
konduktorski:adj,1
kondycja:subst,3
kondycyjny:adj,1
kondygnacja:subst,4
konfederacja:subst,55
konfekcjonować:fin,2
konfekcjonować:ger,33
konfekcjonować:pact,2
konfekcjonować:ppas,20
konferencja:subst,122
konferencyjny:adj,1
konfesyjny:adj,5
konfiguracja:subst,4
konfiskata:subst,8
konflikt:subst,42
konflików:ign,1
konfrontacja:subst,5
konfrontować:ppas,1
kongenerów:ign,1
kongres:subst,7
koniczyna:subst,1
koniec:subst,1005
koniecz:ign,1
konieczność:subst,783
konieczny:adj,357
konik:subst,1
konimpex:ign,2
konina:subst,7
koniowate:subst,23
koniugacja:subst,2
koniński:adj,2
konkluzja:subst,23
konkordat:subst,2
konkretnie:adv,1
konkretny:adj,52
konkubent:subst,1
konkubina:subst,1
konkurencja:subst,354
konkurencyjność:subst,13
konkurencyjny:adj,95
konkurent:subst,16
konkurować:ger,5
konkurować:pact,5
konkurs:subst,393
konkursowy:adj,165
konno:adv,1
konny:adj,2
konny:depr,10
konny:subst,70
konopie:subst,53
konosament:subst,82
konsekwencja:subst,25
konser:ign,1
konserwa:subst,1
konserwacja:subst,117
konserwacyjny:adj,1
konserwator:subst,78
konserwatorski:adj,14
konserwować:ger,9
konserwować:ppas,5
konserwujący:adj,10
konsolidacja:subst,76
konsolidacyjny:adj,4
konsolidować:fin,2
konsorcjum:subst,4
konstrukcja:subst,80
konstrukcyjnie:adv,9
konstrukcyjno:ign,2
konstrukcyjny:adj,12
konstruktor:subst,1
konstruktorski:adj,1
konstruować:ger,2
konstruować:ppas,7
konstytucja:subst,127
konstytucyjnie:adv,2
konstytucyjny:adj,164
konstytuować:pact,1
konsul:subst,144
konsularny:adj,200
konsulat:subst,1
konsultacja:subst,100
konsultacyjno:ign,1
konsultacyjny:adj,52
konsultant:subst,45
konsultingowy:adj,1
konsultować:fin,3
konsultować:ger,1
konsultować:inf,1
konsultować:ppas,2
konsumencki:adj,92
konsument:subst,561
konsumpcja:subst,37
konsumpcyjny:adj,136
konsygnacyjny:adj,2
konsylium:subst,3
konsystencja:subst,1
konsystorz:subst,5
kontakt:subst,136
kontaktować:fin,1
kontaktować:ger,5
kontaktować:inf,3
kontaktowy:adj,17
kontekst:subst,2
kontemplacyjny:adj,1
kontener:subst,30
kontenerowiec:subst,5
kontenerowy:adj,2
konto:subst,256
kontowy:adj,2
kontradmirał:subst,10
kontrahent:subst,60
kontrakt:subst,334
kontraktacja:subst,49
kontraktacyjny:adj,4
kontraktowe:subst,41
kontraktowy:adj,40
kontrasygnata:subst,8
kontrola:subst,4123
kontroler:subst,89
kontrolerski:adj,6
kontrollsystem:ign,4
kontrolno:ign,30
kontrolnoanalityczny:adj,1
kontrolnopomiarowy:adj,2
kontrolnorozpoznawczy:adj,2
kontrolny:adj,674
kontrolordning:ign,1
kontrolowa:ign,1
kontrolowany:adj,675
kontrolować:fin,89
kontrolować:ger,96
kontrolować:inf,24
kontrolować:pact,112
kontrolować:pcon,2
kontrolować:praet,1
kontrwywiad:subst,58
kontrybucyjny:adj,2
kontuzja:subst,4
kontynentalny:adj,2
kontyngent:subst,189
kontynuacja:subst,23
kontynuować:fin,20
kontynuować:ger,76
kontynuować:inf,11
kontynuować:pact,6
kontynuować:pcon,2
kontynuować:ppas,12
kontynuować:praet,7
konwencja:subst,474
konwencjonalny:adj,6
konwencyjny:adj,3
konwersja:subst,31
konwersyjny:adj,2
konwojent:subst,3
konwojować:fin,1
konwojować:ger,15
konwojować:pact,1
konwojować:ppas,4
konwój:subst,17
konywana:ign,1
konywania:ign,1
kooperacja:subst,1
kooperacyjny:adj,2
kooperant:subst,1
koordynacja:subst,111
koordynacyjno:ign,1
koordynacyjnoinformacyjny:adj,1
koordynacyjny:adj,22
koordynator:subst,16
koordynować:fin,64
koordynować:ger,67
koordynować:pact,19
koordynować:ppas,1
kop:subst,94
kopacz:subst,45
kopalina:subst,188
kopalnia:subst,131
kopalniany:adj,15
kopalny:adj,13
koparka:subst,9
kopać:ger,2
kopenhaski:adj,1
koper:subst,3
koperta:subst,11
kopia:subst,341
kopiec:subst,1
kopiować:fin,2
kopiować:ger,14
kopiować:inf,1
kopiować:ppas,1
koproducent:subst,14
koprodukcja:subst,5
koprodukcyjny:adj,1
kopulacyjny:adj,8
kopytne:subst,1
kopyto:subst,2
koral:subst,1
korczowej:ign,2
kordowy:adj,3
korek:subst,4
korekcyjno:ign,2
korekcyjny:adj,5
korekta:subst,170
korektywny:adj,1
korelacja:subst,1
korespondencja:subst,77
korespondencyjnie:adv,3
korespondencyjny:adj,13
korespondent:subst,9
korniszon:subst,1
korona:subst,8
koronka:subst,10
koronkarski:adj,1
koronkarstwo:subst,2
koronny:adj,11
koroszczynie:ign,2
korozja:subst,1
korporacja:subst,66
korporacyjny:adj,2
korpus:subst,271
korpusowy:adj,1
korupcja:subst,3
korygować:fin,19
korygować:ger,5
korygować:inf,4
korygujący:adj,66
korytarz:subst,13
koryto:subst,15
korzenie:subst,3
korzeniowy:adj,3
korzenny:adj,4
korzeń:subst,1
korzys:ign,1
korzystanej:ign,1
korzystać:fin,239
korzystać:ger,1011
korzystać:inf,142
korzystać:pact,396
korzystać:pcon,9
korzystać:praet,57
korzystnie:adv,2
korzystny:adj,169
korzyć:fin,1
korzyść:subst,490
kosarzew:ign,1
kosić:ger,1
kosmetyczny:adj,98
kosmetyk:subst,188
kosmetykw:ign,4
kosmiczny:adj,5
kosmyk:subst,1
kostium:subst,4
kostiumografia:subst,3
kostkowy:adj,1
kostrzyń:ign,1
kosz:subst,4
koszaliński:adj,3
koszarowy:adj,9
koszerny:adj,1
koszt:subst,3982
koszto:ign,1
kosztochłonność:subst,3
kosztorys:subst,20
kosztorysować:ger,2
kosztorysowy:adj,26
kosztowności:subst,7
kosztowny:adj,1
kosztowy:adj,2
koszula:subst,27
koszulka:subst,1
koszulowy:adj,8
koszyk:subst,3
koszykarski:adj,3
koszykarstwo:subst,2
kot:subst,10
kotlarstwo:subst,2
kotlina:subst,1
kotowo:ign,1
kotwicowisko:subst,4
kotwiczne:subst,2
kotłownia:subst,1
kow:ign,3
kowal:subst,2
kowalencyjnie:ign,1
kowalski:adj,2
kowalstwo:subst,2
kować:ger,2
kowej:ign,1
kowr:ign,2
kowskich:ign,1
kowskiego:ign,1
kowych:ign,1
koza:subst,42
koziegłowy:ign,1
kozienicki:adj,2
kozieł:subst,4
koł:subst,16
koła:subst,16
kołdra:subst,2
kołnierz:subst,3
kołobrzeski:adj,2
kołodziejstwo:subst,2
kołowa:subst,15
kołowrót:subst,7
koń:subst,95
końcowy:adj,461
kończyna:subst,6
kończyć:fin,73
kończyć:ger,2
kończyć:inf,3
kończyć:pact,141
kończyć:ppas,2
końcówka:subst,9
koński:adj,17
końskowoli:adj,2
kości:subst,17
kościański:adj,2
kościelna:subst,271
kościelny:subst,16
kościerski:adj,2
kościół:subst,547
koźlę:subst,1
kożuch:subst,3
kożuszkarstwa:ign,2
kpk:ign,3
kpwig:ign,5
kra:subst,3
kradzież:subst,35
kraj:subst,1705
krajobraz:subst,50
krajobrazowo:adv,1
krajobrazowy:adj,207
krajowy:adj,4093
krajoznawstwo:subst,2
krakowski:adj,2
krakowsko:adv,1
krasnostawski:adj,2
krata:subst,3
kratka:subst,39
krawat:subst,4
krawiecki:adj,3
krawędź:subst,21
krawężnik:subst,2
kraśnicki:adj,2
kraść:fin,6
kraść:ppas,2
kreacja:subst,1
kreatywność:subst,1
kreatywny:adj,3
kreda:subst,3
kredowy:adj,3
kredyt:subst,1272
kredyto:ign,1
kredytobiorca:subst,129
kredytodawca:subst,52
kredytować:ger,4
kredytować:pact,26
kredytować:ppas,7
kredytowy:adj,280
kreować:ger,1
kreozot:subst,1
krepować:ppas,1
kres:subst,1
krew:subst,114
krewna:subst,25
krewny:subst,15
kreślarski:adj,1
kreślić:ger,1
krocz:subst,1
kroczący:adj,2
kroić:ger,1
kroj:subst,1
krok:subst,3
krokosz:subst,2
kromolice:ign,1
kronika:subst,3
kropidło:subst,1
