orth,base,cat
kadzidłowa,kadzidłowy,adj
kadłuba,kadłub,subst
kadłubie,kadłub,subst
kaftana,kaftan,subst
kagańca,kaganiec,subst
kagańców,kaganiec,subst
kajdanek,kajdanki,subst
kajdanki,kajdanki,subst
kakao,kakao,subst
kal,kalić,impt
kalafiory,kalafior,subst
kalafiorów,kalafior,subst
kalarepa,kalarepa,subst
kalectwa,kalectwo,subst
kalectwem,kalectwo,subst
kalendarz,kalendarz,subst
kalendarza,kalendarz,subst
kalendarze,kalendarz,subst
kalendarzem,kalendarz,subst
kalendarzowe,kalendarzowy,adj
kalendarzowego,kalendarzowy,adj
kalendarzowej,kalendarzowy,adj
kalendarzowo,kalendarzowo,adv
kalendarzowy,kalendarzowy,adj
kalendarzowych,kalendarzowy,adj
kalendarzowym,kalendarzowy,adj
kalendarzu,kalendarz,subst
kalesony,kalesony,subst
kaletniczych,kaletniczy,adj
kaliber,kaliber,subst
kalibracją,kalibracja,subst
kalibracyjnymi,kalibracyjnymi,ign
kalibratorem,kalibrator,subst
kalibrowania,kalibrować,ger
kalibrownik,kalibrownik,ign
kaliski,kaliski,adj
kalisz,kalić,fin
kalka,kalka,subst
kalki,kalka,subst
kalkula,kalkula,ign
kalkulacji,kalkulacja,subst
kalkulacją,kalkulacja,subst
kalkulację,kalkulacja,subst
kalkulacyjna,kalkulacyjny,adj
kalkulacyjne,kalkulacyjny,adj
kalkulacyjnego,kalkulacyjny,adj
kalkulacyjnej,kalkulacyjny,adj
kalkulacyjny,kalkulacyjny,adj
kalkulacyjnych,kalkulacyjny,adj
kalkulacyjnym,kalkulacyjny,adj
kalkulacyjną,kalkulacyjny,adj
kalkulowana,kalkulować,ppas
kalkulowane,kalkulować,ppas
kalkulowania,kalkulować,ger
kalkulowanych,kalkulować,ppas
kalkulowaną,kalkulować,ppas
kalkuluje,kalkulować,fin
kalkulują,kalkulować,fin
kamer,kamera,subst
kamery,kamera,subst
kamforowego,kamforowy,adj
kamieni,kamień,subst
kamienia,kamień,subst
kamieniach,kamień,subst
kamieniami,kamień,subst
kamieniarskiego,kamieniarski,adj
kamienie,kamień,subst
kamieniołomach,kamieniołom,subst
kamienistości,kamienistość,subst
kamienna,kamienny,adj
kamienne,kamienny,adj
kamiennego,kamienny,adj
kamiennej,kamienny,adj
kamienno,kamienno,ign
kamiennogórski,kamiennogórski,adj
kamienny,kamienny,adj
kamiennym,kamienny,adj
kamień,kamień,subst
kamieńce,kamieniec,subst
kamieński,kamieński,adj
kamieńskiego,kamieński,adj
kamionka,kamionka,subst
kamizelki,kamizelka,subst
kampali,kampali,ign
kampania,kampania,subst
kampaniach,kampania,subst
kampanii,kampania,subst
kampanią,kampania,subst
kampanię,kampania,subst
kampusu,kampus,subst
kampylobakterioza,kampylobakterioza,ign
kanaan,kanaan,ign
kanadzie,kanada,subst
kanadą,kanada,subst
kanadę,kanada,subst
kanalizacja,kanalizacja,subst
kanalizacji,kanalizacja,subst
kanalizacją,kanalizacja,subst
kanalizacyjna,kanalizacyjny,adj
kanalizacyjne,kanalizacyjny,adj
kanalizacyjnego,kanalizacyjny,adj
kanalizacyjnej,kanalizacyjny,adj
kanalizacyjnemu,kanalizacyjny,adj
kanalizacyjny,kanalizacyjny,adj
kanalizacyjnych,kanalizacyjny,adj
kanalizacyjnym,kanalizacyjny,adj
kanalizacyjną,kanalizacyjny,adj
kanaryjskich,kanaryjski,adj
kanaryjskie,kanaryjski,adj
kanaryjskiej,kanaryjski,adj
kanał,kanał,subst
kanałach,kanał,subst
kanałami,kanał,subst
kanały,kanał,subst
kanałów,kanał,subst
kanberze,kanberze,ign
kancelaria,kancelaria,subst
kancelariach,kancelaria,subst
kancelariami,kancelaria,subst
kancelarie,kancelaria,subst
kancelarii,kancelaria,subst
kancelarią,kancelaria,subst
kancelarię,kancelaria,subst
kancelaryjnego,kancelaryjny,adj
kancelaryjno,kancelaryjno,ign
kancelaryjny,kancelaryjny,adj
kancelaryjnych,kancelaryjny,adj
kancelaryjną,kancelaryjny,adj
kanclerza,kanclerz,subst
kandydaci,kandydat,subst
kandydacie,kandydat,subst
kandydackiej,kandydacki,adj
kandydacką,kandydacki,adj
kandydat,kandydat,subst
kandydata,kandydat,subst
kandydatach,kandydat,subst
kandydatami,kandydat,subst
kandydatem,kandydat,subst
kandydatom,kandydat,subst
kandydatowi,kandydat,subst
kandydatur,kandydatura,subst
kandydatura,kandydatura,subst
kandydatury,kandydatura,subst
kandydaturę,kandydatura,subst
kandydatów,kandydat,subst
kandydowania,kandydować,ger
kandydowanie,kandydować,ger
kandydowaniem,kandydować,ger
kandydować,kandydować,inf
kandydują,kandydować,fin
kandydująca,kandydować,pact
kandydujące,kandydować,pact
kandydujących,kandydować,pact
kanistrach,kanister,subst
kannabinole,kannabinole,ign
kanoniczne,kanoniczny,adj
kanonicznej,kanoniczny,adj
kanonicznych,kanoniczny,adj
kantorowa,kantorowa,subst
kantorowej,kantorowa,subst
kantorową,kantorowa,subst
kanty,kant,subst
kanwie,kanwa,subst
kaolinem,kaolin,subst
kaolinowe,kaolinowy,adj
kaolinów,kaolin,subst
kapelana,kapelan,subst
kapelanów,kapelan,subst
kapelusze,kapelusz,subst
kapelusznictwo,kapelusznictwo,subst
kapeluszy,kapelusz,subst
kapi,kapi,ign
kapitale,kapitał,subst
kapitalizacja,kapitalizacja,subst
kapitalizacji,kapitalizacja,subst
kapitalizację,kapitalizacja,subst
kapitalizowane,kapitalizować,ppas
kapitalizowanych,kapitalizować,ppas
kapitalnego,kapitalny,adj
kapitalnych,kapitalny,adj
kapitan,kapitan,subst
kapitana,kapitan,subst
kapitanat,kapitanat,subst
kapitanatu,kapitanat,subst
kapitanaty,kapitanat,subst
kapitanatów,kapitanat,subst
kapitanem,kapitan,subst
kapitanowi,kapitan,subst
kapitanowie,kapitan,subst
kapitanów,kapitan,subst
kapitał,kapitał,subst
kapitałach,kapitał,subst
kapitałami,kapitał,subst
kapitałem,kapitał,subst
kapitałowa,kapitałowy,adj
kapitałowe,kapitałowy,adj
kapitałowego,kapitałowy,adj
kapitałowej,kapitałowy,adj
kapitałowi,kapitał,subst
kapitałowo,kapitałowo,adv
kapitałowy,kapitałowy,adj
kapitałowych,kapitałowy,adj
kapitałowym,kapitałowy,adj
kapitałowymi,kapitałowy,adj
kapitałową,kapitałowy,adj
kapitału,kapitał,subst
kapitały,kapitał,subst
kapitałów,kapitał,subst
kapituła,kapituła,subst
kapituły,kapituła,subst
kapitułę,kapituła,subst
kaplic,kaplica,subst
kaplica,kaplica,subst
kaplicach,kaplica,subst
kaplice,kaplica,subst
kaplicę,kaplica,subst
kapral,kapral,subst
kaprala,kapral,subst
kapsułek,kapsułka,subst
kapsułkę,kapsułka,subst
kapusta,kapusta,subst
kapustne,kapustny,adj
kapłanów,kapłan,subst
kar,kar,subst
kara,kara,subst
karach,kar,subst
karalne,karalny,adj
karalnego,karalny,adj
karalności,karalność,subst
karalność,karalność,subst
karalny,karalny,adj
karalnych,karalny,adj
karalnym,karalny,adj
karamanie,karamanie,ign
karami,kar,subst
karana,karana,subst
karane,karana,subst
karanego,karany,subst
karani,karany,subst
karania,karanie,subst
karany,karany,subst
karanych,karana,subst
karawanów,karawan,subst
karbidu,karbid,subst
karboksylowego,karboksylowy,adj
karboksylowy,karboksylowy,adj
karbonylki,karbonylek,subst
karcie,kart,subst
karczewska,karczewski,adj
kardynała,kardynał,subst
karencja,karencja,subst
karencji,karencja,subst
karencją,karencja,subst
karet,kareta,subst
karetką,karetka,subst
kariery,karier,subst
karierę,kariera,subst
karlik,karlik,subst
karmel,karmel,subst
karmelem,karmel,subst
karmelu,karmel,subst
karmie,karm,subst
karmienia,karmienie,subst
karmienie,karmienie,subst
karmione,karmić,ppas
karmiąca,karmić,pact
karmiącej,karmić,pact
karmiących,karmić,pact
karmiącą,karmić,pact
karmić,karmić,inf
karmy,karm,subst
karmę,karma,subst
karna,karny,adj
karne,karny,subst
karnego,karny,subst
karnej,karny,adj
karnemu,karny,subst
karnetu,karnet,subst
karnetów,karnet,subst
karno,karno,ign
karny,karny,subst
karnych,karny,subst
karnym,karny,subst
karnymi,karny,subst
karną,karny,adj
karom,kar,subst
karotażu,karotaż,subst
karotenoidy,karotenoid,subst
karotenoidów,karotenoid,subst
karpi,karp,subst
karpia,karp,subst
karpiowatych,karpiowate,subst
kart,kart,subst
karta,kart,subst
kartach,kart,subst
kartami,kart,subst
kartce,kartka,subst
kartek,kartka,subst
kartograficzna,kartograficzny,adj
kartograficzne,kartograficzny,adj
kartograficznego,kartograficzny,adj
kartograficznej,kartograficzny,adj
kartograficzny,kartograficzny,adj
kartograficznych,kartograficzny,adj
kartograficznym,kartograficzny,adj
kartograficznymi,kartograficzny,adj
kartograficzną,kartograficzny,adj
kartografii,kartografia,subst
kartografów,kartograf,subst
karton,karton,subst
kartonu,karton,subst
kartony,karton,subst
kartonów,karton,subst
kartotece,kartoteka,subst
kartotecznym,kartoteczny,adj
kartotek,kartoteka,subst
kartotekach,kartoteka,subst
kartoteki,kartoteka,subst
kartotekę,kartoteka,subst
kartuski,kartuski,adj
karty,kart,subst
kartą,karta,subst
kartę,karta,subst
karuzele,karuzel,subst
kary,kar,subst
karze,kar,subst
karą,kara,subst
karę,kara,subst
kas,kasa,subst
kasa,kasa,subst
kasach,kasa,subst
kasacja,kasacja,subst
kasacje,kasacja,subst
kasacji,kasacja,subst
kasacją,kasacja,subst
kasację,kasacja,subst
kasacyjna,kasacyjny,adj
kasacyjnego,kasacyjny,adj
kasacyjnej,kasacyjny,adj
kasacyjnemu,kasacyjny,adj
kasacyjny,kasacyjny,adj
kasacyjnych,kasacyjny,adj
kasacyjnym,kasacyjny,adj
kasami,kasa,subst
kaset,kaseta,subst
kasetach,kaseta,subst
kasety,kaseta,subst
kasie,kasa,subst
kaskaderów,kaskader,subst
kasom,kasa,subst
kasowa,kasowy,adj
kasowania,kasować,ger
kasowego,kasowy,adj
kasowej,kasowy,adj
kasowym,kasowy,adj
kasową,kasowy,adj
kastracyjnych,kastracyjny,adj
kasuje,kasować,fin
kasują,kasować,fin
kasującej,kasować,pact
kasujący,kasować,pact
kasy,kasa,subst
kasyn,kasyno,subst
kasyna,kasyno,subst
kasynach,kasyno,subst
kasynie,kasyno,subst
kasyno,kasyno,subst
kasze,kasza,subst
kaszy,kasza,subst
kasą,kasa,subst
kasę,kasa,subst
katalitycznych,katalityczny,adj
katalizatory,katalizator,subst
katalizatorów,katalizator,subst
katalog,katalog,subst
katalogi,katalog,subst
katalogiem,katalog,subst
katalogowanie,katalogować,ger
katalogowy,katalogowy,adj
katalogu,katalog,subst
katalogów,katalog,subst
kataru,katar,subst
kataster,kataster,subst
katastrof,katastrofa,subst
katastrofalne,katastrofalny,adj
katastrofalnych,katastrofalny,adj
katastrofie,katastrofa,subst
katastrofy,katastrofa,subst
katastrofą,katastrofa,subst
katastrofę,katastrofa,subst
katastru,kataster,subst
katastrze,kataster,subst
katechetyczna,katechetyczny,adj
katechetyczne,katechetyczny,adj
katechetyczny,katechetyczny,adj
katechetycznych,katechetyczny,adj
katechezy,katecheza,subst
katechezę,katecheza,subst
katechizacji,katechizacja,subst
kategoria,kategoria,subst
kategoriach,kategoria,subst
kategoriami,kategoria,subst
kategorie,kategoria,subst
kategorii,kategoria,subst
kategoriom,kategoria,subst
kategorią,kategoria,subst
kategorię,kategoria,subst
kategoryzacji,kategoryzacja,subst
katolicki,katolicki,adj
katolickiego,katolicki,adj
katolickiej,katolicki,adj
katolickiemu,katolicki,adj
katolickim,katolicki,adj
katowicach,Katowice,subst
katowice,Katowice,subst
katowicki,katowicki,adj
katowickiego,katowicki,adj
katowickiej,katowicki,adj
katowickim,katowicki,adj
katynon,katynon,ign
kaucja,kaucja,subst
kaucje,kaucja,subst
kaucji,kaucja,subst
kaucję,kaucja,subst
kaucyjna,kaucyjny,adj
kaucyjnej,kaucyjny,adj
kaucyjną,kaucyjny,adj
kauczukowe,kauczukowy,adj
kauczukowych,kauczukowy,adj
kava,kava,ign
kawalera,kawaler,subst
kawalerem,kawaler,subst
kawałki,kawałek,subst
kawałku,kawałek,subst
kawałków,kawałek,subst
kawy,kawa,subst
kazachstanu,Kazachstan,subst
kazano,kazać,imps
kazeiniany,kazeiniany,ign
kazeinianów,kazeinianów,ign
kazeiny,kazeina,subst
kazeinę,kazeina,subst
kazimierza,Kazimierz,subst
kazują,kazywać,fin
każ,kijże,adj
każda,każdy,adj
każde,każdy,adj
każdego,każdy,adj
każdej,każdy,adj
każdemu,każdy,adj
każdorazowa,każdorazowy,adj
każdorazowe,każdorazowy,adj
każdorazowego,każdorazowy,adj
każdorazowej,każdorazowy,adj
każdorazowo,każdorazowo,adv
każdorazowym,każdorazowy,adj
każdy,każdy,adj
każdych,każdy,adj
każdym,każdy,adj
każdą,każdy,adj
kcal,kilokaloria,brev
kcjonariusza,kcjonariusza,ign
kefir,kefir,subst
kelem,kelem,ign
kempingowe,kempingowy,adj
kempingowych,kempingowy,adj
kempingową,kempingowy,adj
kesonach,keson,subst
kesoniarza,kesoniarz,subst
ketobemidon,ketobemidon,ign
kev,kev,ign
kg,kilogram,brev
khaki,khaki,subst
ki,ki,adj
kibica,kibic,subst
kibiców,kibic,subst
kick,kick,ign
kidawa,Kidawa,subst
kiedy,kiedy,comp
kiedykolwiek,kiedykolwiek,adv
kiejstuta,Kiejstut,subst
kielcach,kielec,subst
kielce,kielec,subst
kielichów,kielich,subst
kieliszki,kieliszek,subst
kiem,kiem,ign
kierat,kierat,subst
kierowana,kierować,ppas
kierowane,kierować,ppas
kierowanego,kierować,ppas
kierowanej,kierować,ppas
kierowani,kierować,ppas
kierowania,kierować,ger
kierowanie,kierować,ger
kierowaniem,kierować,ger
kierowaniu,kierować,ger
kierowany,kierować,ppas
kierowanych,kierować,ppas
kierowanym,kierować,ppas
kierowanymi,kierować,ppas
kierowaną,kierować,ppas
kierować,kierować,inf
kierował,kierować,praet
kierowała,kierować,praet
kierowca,kierowca,subst
kierowcach,kierowca,subst
kierowcy,kierowca,subst
kierowców,kierowca,subst
kierowcą,kierowca,subst
kierowcę,kierowca,subst
kierownictwa,kierownictwo,subst
kierownictwem,kierownictwo,subst
kierownictwie,kierownictwo,subst
kierownictwo,kierownictwo,subst
kierownictwu,kierownictwo,subst
kierownicy,kierownica,subst
kierownicza,kierowniczy,adj
kierownicze,kierowniczy,adj
kierowniczego,kierowniczy,adj
kierowniczej,kierowniczy,adj
kierowniczych,kierowniczy,adj
kierowniczym,kierowniczy,adj
kierowniczymi,kierowniczy,adj
kierowniczą,kierowniczy,adj
kierownik,kierownik,subst
kierownika,kierownik,subst
kierownikach,kierownik,subst
kierownikami,kierownik,subst
kierownikiem,kierownik,subst
kierownikom,kierownik,subst
kierownikowi,kierownik,subst
kierowniku,kierownik,subst
kierowników,kierownik,subst
kieruje,kierować,fin
kierują,kierować,fin
kierując,kierować,pcon
kierująca,kierować,pact
kierujące,kierować,pact
kierującego,kierować,pact
kierującej,kierować,pact
kierującemu,kierować,pact
kierujący,kierować,pact
kierujących,kierować,pact
kierującym,kierować,pact
kierującymi,kierować,pact
kierującą,kierować,pact
kierunek,kierunek,subst
kierunkach,kierunek,subst
kierunkami,kierunek,subst
kierunki,kierunek,subst
kierunkiem,kierunek,subst
kierunkowa,kierunkowa,subst
kierunkowej,kierunkowa,subst
kierunkowych,kierunkowa,subst
kierunkowym,kierunkowa,subst
kierunkową,kierunkowa,subst
kierunku,kierunek,subst
kierunkw,kierunkw,ign
kierunków,kierunek,subst
kierzkowska,Kierzkowska,subst
kieszonkowego,kieszonkowe,subst
kietrz,kietrz,ign
kiełbasianym,kiełbasiany,adj
kiełkowania,kiełkować,ger
kijki,kijek,subst
kijowie,Kijów,subst
kilimiarstwo,kilimiarstwo,subst
kilimy,kilim,subst
kilimów,kilim,subst
kilka,kilka,subst
kilkakrotnie,kilkakrotnie,adv
kilkoma,kilka,num
kilku,kilka,num
kilkuletnie,kilkuletni,adj
kilkuosobowego,kilkuosobowy,adj
kilkuosobowy,kilkuosobowy,adj
kiloelektronowoltów,kiloelektronowoltów,ign
kilogram,kilogram,subst
kilograma,kilogram,subst
kilogramach,kilogram,subst
kilogramie,kilogram,subst
kilogramowi,kilogram,subst
kilogramów,kilogram,subst
kilometr,kilometr,subst
kilometra,kilometr,subst
kilometrach,kilometr,subst
kilometrów,kilometr,subst
kilowatów,kilowat,subst
kim,kima,subst
kin,kino,subst
kina,kino,subst
kinach,kino,subst
kinematografii,kinematografia,subst
kinetycznej,kinetyczny,adj
kinezyterapii,kinezyterapia,subst
kinie,kino,subst
kino,kino,subst
kinotechnicznych,kinotechniczny,adj
kinowe,kinowy,adj
kinowego,kinowy,adj
kioski,kiosk,subst
kiosków,kiosk,subst
kioto,Kioto,subst
kirche,kirche,ign
kirgiskiej,kirgiski,adj
kiszeniu,kisić,ger
kiszonek,kiszonka,subst
kiszonki,kiszonka,subst
kiszonkowych,kiszonkowy,adj
kitów,kit,subst
kizeryt,kizeryt,subst
kizerytu,kizeryt,subst
kiła,kiła,subst
kiłą,kiła,subst
kiłę,kiła,subst
kj,kj,ign
klacze,klacz,subst
klaczy,klacz,subst
klamer,klamra,subst
klarowności,klarowność,subst
klas,klasa,subst
klasa,klasa,subst
klasach,klasa,subst
klaserów,klaser,subst
klasie,klasa,subst
klasy,klasa,subst
klasyczny,klasyczny,adj
klasyfikac,klasyfikac,ign
klasyfikacja,klasyfikacja,subst
klasyfikacjach,klasyfikacja,subst
klasyfikacje,klasyfikacja,subst
klasyfikacji,klasyfikacja,subst
klasyfikacją,klasyfikacja,subst
klasyfikację,klasyfikacja,subst
klasyfikacyjna,klasyfikacyjny,adj
klasyfikacyjne,klasyfikacyjny,adj
klasyfikacyjnej,klasyfikacyjny,adj
klasyfikacyjny,klasyfikacyjny,adj
klasyfikacyjnych,klasyfikacyjny,adj
klasyfikacyjnym,klasyfikacyjny,adj
klasyfikacyjnymi,klasyfikacyjny,adj
klasyfikacyjną,klasyfikacyjny,adj
klasyfikatora,klasyfikator,subst
klasyfikatorów,klasyfikator,subst
klasyfiko,klasyfiko,ign
klasyfikow,klasyfikow,ign
klasyfikowana,klasyfikować,ppas
klasyfikowane,klasyfikować,ppas
klasyfikowanego,klasyfikować,ppas
klasyfikowania,klasyfikować,ger
klasyfikowanie,klasyfikować,ger
klasyfikowany,klasyfikować,ppas
klasyfikowanych,klasyfikować,ppas
klasyfiku,klasyfiku,ign
klasyfikuje,klasyfikować,fin
klasztor,klasztor,subst
klasztoru,klasztor,subst
klasztory,klasztor,subst
klasztorów,klasztor,subst
klasą,klasa,subst
klasę,klasa,subst
klatek,klatka,subst
klatkach,klatka,subst
klatki,klatka,subst
klauzul,klauzula,subst
klauzula,klauzula,subst
klauzulach,klauzula,subst
klauzulami,klauzula,subst
klauzule,klauzula,subst
klauzuli,klauzula,subst
klauzulą,klauzula,subst
klauzulę,klauzula,subst
klauzurowych,klauzurowy,adj
klawesyny,klawesyn,subst
klawikordy,klawikord,subst
klawisety,klawisety,ign
kleikiem,kleik,subst
kleines,kleines,ign
kleje,klej,subst
klejenia,klejeń,subst
klejenie,klejeń,subst
klejone,kleić,ppas
klejonki,klejonka,subst
klejów,klej,subst
klementynki,klementynka,subst
klepki,klepka,subst
klepkowych,klepkowy,adj
kleszczowego,kleszczowy,adj
kleszczów,kleszcz,subst
kliencie,klient,subst
klient,klient,subst
klienta,klient,subst
klientami,klient,subst
klientem,klient,subst
klientom,klient,subst
klientowi,klient,subst
klientów,klient,subst
klifowych,klifowy,adj
klifów,klif,subst
klimacie,klimat,subst
klimat,klimat,subst
klimatu,klimat,subst
klimaty,klimat,subst
klimatyczne,klimatyczny,adj
klimatycznego,klimatyczny,adj
klimatycznej,klimatyczny,adj
klimatycznych,klimatyczny,adj
klimatyczną,klimatyczny,adj
klimatyzacyjne,klimatyzacyjny,adj
klimatyzacyjnych,klimatyzacyjny,adj
klimatyzatorów,klimatyzator,subst
klimontów,Klimontów,subst
klingami,klinga,subst
kliniczne,kliniczny,adj
klinicznego,kliniczny,adj
klinicznej,kliniczny,adj
klinicznemu,kliniczny,adj
klinicznie,klinicznie,adv
kliniczno,kliniczno,ign
kliniczny,kliniczny,adj
klinicznych,kliniczny,adj
klinicznym,kliniczny,adj
klinicznymi,kliniczny,adj
kliniczną,kliniczny,adj
klinikach,klinik,subst
kliniki,klinik,subst
klinkierowej,klinkierowy,adj
kliszy,klisza,subst
klonitazen,klonitazen,ign
klonowania,klonować,ger
klonowym,klonowy,adj
kloszy,klosz,subst
klozetowych,klozetowy,adj
klub,klub,subst
klubach,klub,subst
klubami,klub,subst
klubem,klub,subst
klubie,klub,subst
klubom,klub,subst
klubowi,klub,subst
klubu,klub,subst
kluby,klub,subst
klubów,klub,subst
kluczbork,Kluczbork,subst
kluczowe,kluczowy,adj
kluczowych,kluczowy,adj
kluczy,klucz,subst
klęsk,klęska,subst
klęska,klęska,subst
klęskami,klęska,subst
klęski,klęska,subst
klęskom,klęska,subst
klęską,klęska,subst
km,km,subst
kmh,kmh,ign
kn,kn,ign
knoty,knot,subst
know,know,ign
knowhow,knowhow,ign
knt,knt,ign
knurów,knur,subst
koalicje,koalicja,subst
koalicji,koalicja,subst
koalicję,koalicja,subst
koalicyjnego,koalicyjny,adj
koalicyjnej,koalicyjny,adj
koalicyjnemu,koalicyjny,adj
koalicyjny,koalicyjny,adj
koalicyjnych,koalicyjny,adj
koalicyjnym,koalicyjny,adj
kob,kob,subst
kobalt,kobalt,subst
kobaltoweg,kobaltoweg,ign
kobaltu,kobalt,subst
kobaltuprzypadek,kobaltuprzypadek,ign
kobiecie,kobieta,subst
kobiecych,kobiecy,adj
kobiet,kobieta,subst
kobieta,kobieta,subst
kobietach,kobieta,subst
kobietami,kobieta,subst
kobietom,kobieta,subst
kobiety,kobieta,subst
kobietą,kobieta,subst
kobietę,kobieta,subst
koce,koc,subst
kociego,koci,adj
kocy,koc,subst
kod,kod,subst
kodach,kod,subst
kodami,kod,subst
kodawców,kodawców,ign
kodeks,kodeks,subst
kodeksem,kodeks,subst
kodeksie,kodeks,subst
kodeksu,kodeks,subst
kodeksów,kodeks,subst
kodem,kod,subst
kodoksym,kodoksym,ign
